P006,PLASTİK,Ambalaj üretimi,"temiz HDPE kapak firesi","Plastik kasa üretimi","ikincil polietilen enjeksiyon hammaddesi",1,"HDPE kapaklar yıkama ve granülasyon sonrası enjeksiyonda kullanılabilir"
P007,PLASTİK,Beyaz eşya,"PC kırma parçaları","Teknik plastik üretimi","geri kazanılmış polikarbonat bileşik üretim beslemesi",1,"Polikarbonat atığı uygun kalite kontrol ile yeniden bileşiklenebilir"
O001,ORGANİK,Meyve işleme,"meyve pres posası","Biyogaz tesisi","anaerobik çürütme için organik besleme",1,"Yüksek biyobozunur organik içerik biyogaz üretimine uygundur"
O002,ORGANİK,Yağlı tohum işleme,"ayçiçeği küspesi","Hayvan yemi","protein ve lif içeren yem hammaddesi",1,"Uygun kalite şartlarında küspe yem bileşeni olarak değerlendirilebilir"
O003,ORGANİK,Tahıl işleme,"buğday samanı","Pelet üretimi","öğütülmüş tarımsal biyokütle yakıt hammaddesi",1,"Kuru lignoselülozik yapı pelet yakıt üretimine uygundur"
O004,ORGANİK,Kereste,"temiz talaş ve yonga","Panel üretimi","MDF veya yonga levha lif hammaddesi",1,"Temiz odun fraksiyonu levha üretiminde hammadde olabilir"
O005,ORGANİK,Gıda üretimi,"sebze-meyve ayıklama artıkları","Kompost tesisi","kontrollü aerobik kompostlama için biyobozunur girdi",1,"Organik madde içeriği kompost üretimine uygundur"
O006,ORGANİK,Şeker üretimi,"şeker pancarı posası","Biyokütle enerji tesisi","yüksek nemli organik yakıt ve biyogaz beslemesi",1,"Posa enerji geri kazanımı için yüksek organik yük sağlar"
O007,ORGANİK,Ahşap işleme,"kabuk ve odun artığı","Biyokütle kazanı","katı biyoyakıt olarak yakma sistemi beslemesi",1,"Kuru odunsu fraksiyon kontrollü yakma sistemlerinde enerji üretir"
K001,KİMYASAL,Boya üretimi,"atık solvent","Solvent geri kazanım","damıtma ünitesi için çözücü beslemesi",1,"Uygun ayrıştırılmış solvent damıtma ile yeniden kazanılabilir"
K002,KİMYASAL,Metal yüzey işlem,"kullanılmış hidroklorik asit","Asit rejenerasyon","demir içeren hidroklorik asit rejenerasyon prosesi girdisi",1,"Pickling asidi rejenerasyonla yeniden kullanılabilir ve metal tuzları geri kazanılabilir"
K003,KİMYASAL,Endüstriyel temizlik,"alkali yıkama çözeltisi","Atık su arıtma","pH düzenleme ve kontrollü nötralizasyon kimyasal girdisi",1,"Uygun analiz sonrası alkalinite kontrollü arıtma prosesinde değerlendirilebilir"
K004,KİMYASAL,Makine imalatı,"kullanılmış hidrolik yağ","Yağ geri kazanım","re-rafinasyon tesisi için baz yağ beslemesi",1,"Atık yağ uygun toplama ve analiz sonrası yeniden rafine edilebilir"
K005,KİMYASAL,Metal işleme,"bor yağlı emülsiyon","Endüstriyel atık arıtma","yağ-su ayırma ve emülsiyon kırma proses girdisi",1,"Yağ içeren emülsiyonlar uygun arıtma tesislerinde bileşenlerine ayrılabilir"
K006,KİMYASAL,Gübre üretimi,"fosforik asitli proses artığı","Fosfat gübresi","fosfat bazlı gübre üretiminde ikincil hammadde",1,"Fosfat içeren proses akımı uygun spesifikasyonda gübre üretimine katılabilir"
K007,KİMYASAL,Kimya üretimi,"sodyum hidroksitli proses çözeltisi","Kimyasal üretim","alkali ortam gerektiren endüstriyel proses beslemesi",1,"Uygun konsantrasyon ve saflıkta yeniden proses kimyasalı olabilir"
T001,TEKSTİL,Tekstil konfeksiyon,"pamuk kumaş kesim firesi","Geri dönüştürülmüş elyaf","mekanik açma hattı için selülozik lif beslemesi",1,"Pamuk kesim artıkları lif haline getirilerek yeniden değerlendirilebilir"
T002,TEKSTİL,Polyester tekstil,"polyester elyaf kırpıntısı","Polyester iplik","geri kazanılmış PET elyaf üretim hammaddesi",1,"Polyester atıkları mekanik veya kimyasal geri dönüşüme girebilir"
T003,TEKSTİL,Konfeksiyon,"polyester-pamuk kumaş firesi","Tekstil geri dönüşüm","ayrıştırılmış karışım liflerden ikincil tekstil hammaddesi",1,"Karışım kumaşlar uygun teknolojiyle elyaf ve malzeme olarak geri kazanılabilir"
T004,TEKSTİL,Halı üretimi,"naylon iplik artığı","Plastik geri dönüşüm","poliamid granül üretim prosesi beslemesi",1,"Poliamid içeren temiz üretim artıkları granüle edilebilir"
T005,TEKSTİL,Denim üretimi,"kot kumaş kırpıntısı","İzolasyon üretimi","selüloz esaslı akustik ve ısı yalıtım lifi hammaddesi",1,"Pamuk ağırlıklı denim lifleri yalıtım ürünlerinde kullanılabilir"
T006,TEKSTİL,İplik üretimi,"akrilik elyaf telefleri","Keçe üretimi","sentetik lif esaslı nonwoven ürün hammaddesi",1,"Akrilik lif atıkları uygun harmanlama ile keçe üretiminde değerlendirilebilir"
T007,TEKSTİL,Konfeksiyon,"temiz tekstil üretim artıkları","Yakıt hazırlama","RDF türevi katı yakıt üretiminde yüksek kalorifik fraksiyon",1,"Kirlenmemiş sentetik tekstil fraksiyonu uygun tesiste enerji geri kazanımına yönlendirilebilir"
C001,CAM,Cam şişe üretimi,"renkli cam kırığı","Cam ambalaj","fırın harmanında ikincil cam girdisi",1,"Cam kırığı yeniden eritilerek yeni ambalaj camına dönüşebilir"
C002,CAM,Cam ambalaj,"renksiz cam şişe kırığı","Cam üretimi","yüksek oranda geri dönüştürülmüş cam içeren fırın şarjı",1,"Temiz renksiz cam kırığı doğrudan cam harmanında değerlendirilebilir"
C003,CAM,Düz cam,"düz cam kesim fireleri","Düz cam üretimi","cam ergitme fırını için cullet hammaddesi",1,"Kaplamasız düz cam kırıkları yeniden ergitilebilir"
C004,CAM,Isıcam üretimi,"ısıcam kırık camı","Cam geri dönüşüm","ayıklama sonrası düz cam ergitme proses beslemesi",1,"Uygun ayrıştırılmış cam kırığı cullet olarak kullanılabilir"
C005,CAM,Laboratuvar camı,"borosilikat cam kırığı","Teknik cam","borosilikat ürün üretiminde ikincil mineral cam girdisi",1,"Aynı cam ailesi kontrollü kaliteyle teknik cam üretimine katkı sağlar"
C006,CAM,Cam temperleme,"temperli cam kırpıntısı","Cam elyaf üretimi","cam esaslı mineral hammadde ve geri kazanılmış cam girdisi",1,"Uygun hazırlanmış cam kırığı cam elyaf prosesinde kullanılabilir"
C007,CAM,Elektronik,"teknik cam üretim artığı","Cam seramik","cam esaslı ürünlerde ergitme ve mineral katkı hammaddesi",1,"Kimyasal bileşimi doğrulanan teknik cam artıkları ikincil hammadde olabilir"
KĞ001,KAĞIT,Ambalaj üretimi,"kraft mukavva kırpıntısı","Oluklu mukavva","geri kazanılmış lif içeren kağıt hamuru beslemesi",1,"Kraft lifleri yeniden hamurlaştırılarak ambalaj kağıdına katılabilir"
KĞ002,KAĞIT,Ofisler,"kullanılmış ofis kağıdı","Kağıt fabrikası","deink işlemi sonrası beyaz geri dönüşüm lifi hammaddesi",1,"Ofis kağıdı mürekkep giderme sonrası yeniden kağıt üretiminde kullanılır"
KĞ003,KAĞIT,Matbaa,"ofset baskı kağıdı firesi","Geri dönüşüm tesisi","selülozik lif geri kazanım hattı için kağıt beslemesi",1,"Temiz baskı kağıdı lif kaynağı olarak geri kazanılabilir"
KĞ004,KAĞIT,Karton ambalaj,"karton kutu kırpıntıları","Yumurta viyolü üretimi","geri kazanılmış selüloz hamuru üretim girdisi",1,"Karton lifleri yeniden hamurlaştırılarak kalıplanmış selüloz ürüne dönüşebilir"
KĞ005,KAĞIT,Oluklu mukavva,"oluklu kutu üretim firesi","Kağıt fabrikası","testliner ve fluting üretiminde ikincil lif beslemesi",1,"Oluklu mukavva lifleri ambalaj kağıdı üretiminde tekrar kullanılabilir"
KĞ006,KAĞIT,Ambalaj,"temiz kağıt torba artığı","Selüloz ürünleri","geri kazanılmış lif esaslı kalıplanmış ambalaj hammaddesi",1,"Temiz kağıt torba atıkları selüloz bazlı ürünlere dönüştürülebilir"
KĞ007,KAĞIT,Kağıt üretimi,"kağıt çamuru","Çimento fabrikası","mineral ve organik içerikli alternatif hammadde beslemesi",1,"Uygun analiz sonrası kağıt çamurunun mineral fraksiyonu klinker hammaddesine katkı sağlayabilir"
XS001,ÇAPRAZ SEKTÖR,Metal işleme,"demir talaşı ve kesim artığı","Çimento üretimi","demir oksit içeren alternatif mineral hammadde karışımı",1,"Demir içeren metal proses artıkları uygun hazırlama sonrası klinker hammaddesine demir kaynağı sağlayabilir"
id,cikti_kategori,girdi_kategori,cikti_tanim,girdi_tanim,etiket,neden
CN001,METAL,ORGANİK,"paslanmaz çelik talaşı","kompost tesisi organik girdi",0,"Farklı malzeme yapıları nedeniyle doğrudan eşleşmez"
CN002,PLASTİK,CAM,"PET enjeksiyon firesi","cam fırını kırık cam beslemesi",0,"Polimer ve cam birbirinin hammadde girdisi değildir"
CN003,KİMYASAL,TEKSTİL,"kullanılmış solvent","pamuk iplik üretim girdisi",0,"Solvent atığı doğrudan tekstil elyaf hammaddesi olamaz"
CN004,KAĞIT,METAL,"ofis kağıdı atığı","çelik ergitme ocağı hurda şarjı",0,"Selülozik atık metal ergitme girdisiyle uyumlu değildir"
CN005,ORGANİK,CAM,"meyve posası","şişe camı üretim fırını girdisi",0,"Organik posa cam üretiminde hammadde olarak kullanılamaz"
CN006,CAM,PLASTİK,"cam kırığı","HDPE enjeksiyon hammaddesi",0,"Cam fraksiyonu polietilen üretim girdisi değildir"
CN007,TEKSTİL,KİMYASAL,"polyester kumaş firesi","asit nötralizasyon kimyasalı",0,"Tekstil atığı kimyasal proses girdisi olarak doğrudan kullanılamaz"
CN008,ORGANİK,METAL,"ahşap talaşı","alüminyum döküm şarj malzemesi",0,"Odunsu biyokütle metal ergitme hammaddesi değildir"
CN009,PLASTİK,KAĞIT,"PVC boru kırpıntısı","kraft kağıt hamuru girdisi",0,"PVC ile selüloz esaslı kağıt hammaddesi arasında doğrudan uyum yoktur"
CN010,CAM,ORGANİK,"temperli cam kırığı","biyogaz tesisi organik beslemesi",0,"İnorganik cam atığı anaerobik biyolojik besleme olamaz"
CN011,METAL,TEKSTİL,"bakır kablo hurdası","polyester elyaf üretim hammaddesi",0,"Bakır metal tekstil elyafı üretimine hammadde sağlamaz"
CN012,KAĞIT,KİMYASAL,"karton kırpıntısı","solvent bazlı boya hammaddesi",0,"Karton atığı boya kimyasal girdisi yerine kullanılamaz"
CN013,TEKSTİL,CAM,"naylon iplik firesi","borosilikat cam üretim girdisi",0,"Sentetik lif ile teknik cam hammaddesi uyumsuzdur"
CN014,KİMYASAL,ORGANİK,"atık hidrolik yağ","kompostlama organik beslemesi",0,"Petrol bazlı yağ biyolojik kompost girdisi değildir"
CN015,CAM,METAL,"renksiz cam kırığı","bakır rafinasyon şarjı",0,"Cam kırığı bakır metalurjisi için uygun metal girdisi değildir"
CN016,ORGANİK,PLASTİK,"şeker pancarı posası","PVC profil üretim hammaddesi",0,"Organik posa PVC üretiminde polimer girdisi olarak kullanılamaz"
CN017,PLASTİK,ORGANİK,"ABS parça firesi","hayvan yemi üretim hammaddesi",0,"ABS plastik gıda veya yem hammaddesi değildir"
CN018,METAL,KAĞIT,"çelik tufalı","ofset kağıt hamuru girdisi",0,"Demir oksit ağırlıklı tufal kağıt üretim girdisi değildir"
CN019,KİMYASAL,CAM,"kostik yıkama çözeltisi","cam ambalaj fırın beslemesi",0,"Alkali proses çözeltisi cam kırığı yerine geçemez"
CN020,TEKSTİL,ORGANİK,"akrilik elyaf telefleri","biyogaz reaktörü gıda atığı beslemesi",0,"Sentetik lif biyobozunur organik besleme olarak uygun değildir"
CN021,KAĞIT,CAM,"gazete kağıdı firesi","cam elyaf üretim hammaddesi",0,"Kağıt lifi cam esaslı üretime doğrudan girdi olamaz"
CN022,ORGANİK,KİMYASAL,"ayçiçeği küspesi","hidroklorik asit üretim girdisi",0,"Bitkisel küspe asit üretiminde kimyasal hammadde değildir"
CN023,CAM,TEKSTİL,"cam elyaf kırpıntısı","pamuk iplik eğirme hammaddesi",0,"Cam elyafı pamuk ipliği üretiminde kullanılamaz"
CN024,PLASTİK,METAL,"polipropilen granül","çelik döküm indüksiyon ocağı şarjı",0,"PP granül metal ergitme şarjı olarak uygun değildir"
CN025,KİMYASAL,KAĞIT,"atık boya çamuru","karton üretiminde selüloz lif girdisi",0,"Boya çamuru selülozik karton hammaddesi yerine kullanılamaz"
SN001,METAL,METAL,"alüminyum dross oksitli","temiz alüminyum ergitme şarjı",0.5,"Dross metal geri kazanımından sonra kullanılabilir; ham oksitli halde doğrudan uyumsuzdur"
SN002,ORGANİK,ENERJİ,"boyalı ahşap talaşı","biyokütle kazanı yakıt beslemesi",0.5,"Boya ve kaplama yoksa yakıt olabilir; kontaminasyon emisyon ve kül riski yaratır"
SN003,PLASTİK,PLASTİK,"karışık plastik hurda","PP enjeksiyon hammaddesi",0.5,"PP oranı yeterli ve diğer polimerler ayrılırsa kullanılabilir; karışık halde kaliteyi bozar"
SN004,KAĞIT,KAĞIT,"ıslak karton","kağıt hamuru girdisi",0.5,"Kurutma ve uygun kalite kontrolü sonrası lif geri kazanılabilir; küflenmiş malzeme uygun değildir"
SN005,CAM,CAM,"kontamine cam kırığı","cam fırın beslemesi",0.5,"Yabancı maddeler temizlenirse cullet olarak kullanılabilir; kontaminasyon sürerse uygun değildir"
SN006,METAL,METAL,"yağlı çelik talaşı","elektrik ark ocağı hurda şarjı",0.5,"Yağdan arındırılıp hazırlanırsa ergitilebilir; yağlı halde çevresel ve proses riski taşır"
SN007,PLASTİK,PLASTİK,"PVC üretim firesi","PVC profil ekstrüzyon girdisi",0.5,"Aynı PVC reçine ve katkı sistemi uyumluysa geri kullanılabilir; farklı reçete kaliteyi etkiler"
SN008,ORGANİK,ORGANİK,"küflenmiş meyve posası","hayvan yemi hammaddesi",0.5,"Küf ve mikotoksin riski yoksa değerlendirilebilir; bozulmuş parti yem için uygun değildir"
SN009,KİMYASAL,KİMYASAL,"kullanılmış solvent karışımı","geri kazanılmış solvent üretim beslemesi",0.5,"Bileşimi biliniyor ve damıtma ile ayrıştırılabiliyorsa değerlendirilebilir; karışım kontrolsüzse uygun değildir"
SN010,TEKSTİL,TEKSTİL,"pamuk-polyester karışım kumaş","geri dönüştürülmüş tekstil elyafı üretimi",0.5,"Karışım oranı ve geri dönüşüm teknolojisi uygunsa kullanılabilir; ayrıştırma mümkün değilse seçenekler sınırlıdır"
SN011,CAM,CAM,"temperli cam kırığı","cam ambalaj fırın şarjı",0.5,"Kimyasal bileşim uygunsa cam geri dönüşümünde değerlendirilebilir; temperleme kaynaklı uygunsuz cam türleri ayrılmalıdır"
SN012,KAĞIT,KAĞIT,"mumlu karton ambalaj firesi","geri kazanılmış karton hamuru girdisi",0.5,"Kaplama ayrıştırılabilirse lif geri kazanılabilir; mum kaplama prosesi engelleyebilir"
SN013,METAL,METAL,"bakır alaşımlı talaş","saf bakır ergitme girdisi",0.5,"Alaşım ayrıştırılırsa uygun olabilir; pirinç veya bronz karışımı saf bakır kalitesini düşürür"
SN014,ORGANİK,ENERJİ,"yüksek nemli tarımsal posa","biyokütle kazanı katı yakıt beslemesi",0.5,"Kurutma veya uygun kazan teknolojisi gerekir; yüksek nem tek başına yakıt verimini düşürür"
SN015,PLASTİK,PLASTİK,"PET renkli şişe kırığı","şeffaf PET levha üretim hammaddesi",0.5,"Renk ayrıştırması yapılırsa kullanılabilir; renkli fraksiyon şeffaf ürün kalitesini bozar"
SN016,KİMYASAL,KİMYASAL,"asidik metal yüzey işlem banyosu","asit rejenerasyon proses girdisi",0.5,"Asit konsantrasyonu ve metal yükü uygunsa rejenerasyon mümkündür; aşırı kontaminasyon engel olur"
SN017,TEKSTİL,TEKSTİL,"silikon apreli tekstil firesi","mekanik elyaf geri dönüşüm hattı beslemesi",0.5,"Apre miktarı düşükse işlenebilir; yüksek silikon içeriği elyaf kalitesini ve prosesi olumsuz etkiler"
SN018,CAM,CAM,"borosilikat laboratuvar camı kırığı","standart soda-kireç camı fırın girdisi",0.5,"Bileşim farkı nedeniyle sınırlı miktarda değerlendirilebilir; yüksek oran standart cam kalitesini bozabilir"
SN019,KAĞIT,KAĞIT,"ıslanmış oluklu mukavva","testliner kağıt üretim hamuru",0.5,"Lif yapısı korunmuş ve küf oluşmamışsa kurutma sonrası değerlendirilebilir; çürüme kaliteyi düşürür"
SN020,METAL,METAL,"karışık metal talaşı","alaşımlı çelik üretim şarjı",0.5,"Çelik fraksiyonu ayrıştırılırsa kullanılabilir; bakır ve alüminyum karışımı alaşım kontrolünü bozar"
SN021,ORGANİK,ORGANİK,"kabuklu odun atığı","MDF üretiminde odunsu lif hammaddesi",0.5,"Temiz ve uygun tane boyutundaysa kullanılabilir; toprak, taş ve kimyasal bulaşı varsa reddedilir"
SN022,PLASTİK,PLASTİK,"kirli HDPE bidon kırığı","geri dönüştürülmüş HDPE granül üretimi",0.5,"Yıkama ve metal-yabancı madde ayırma yapılırsa değerlendirilebilir; tehlikeli kimyasal kalıntıları varsa uygun değildir"
SN023,KİMYASAL,KİMYASAL,"kullanılmış kesme yağı emülsiyonu","endüstriyel yağ geri kazanım beslemesi",0.5,"Yağ fazı uygun ayırma ile geri kazanılabilir; yüksek su ve kimyasal içerik ekonomikliği düşürür"
SN024,TEKSTİL,TEKSTİL,"alev geciktirici tekstil kırpıntısı","nonwoven yalıtım ürünü hammaddesi",0.5,"Kimyasal apre üründe izinliyse kullanılabilir; uygunsuz alev geciktiriciler ürün ve mevzuat açısından engeldir"
SN025,KAĞIT,KAĞIT,"plastik pencereli karton ambalaj firesi","kalıplanmış selüloz ambalaj hamuru",0.5,"Plastik pencere ayrılırsa lif fraksiyonu kullanılabilir; ayrıştırılmadan prosese verilmesi yabancı madde oluşturur"
id,kategori,cikti_tanim,girdi_tanim,etiket,uyumsuzluk_tipi,neden
IN001,METAL,Fason üretim hattından çıkan dökme demir ve çelik karışık torna talaşı,Elektrolitik bakır rafinasyon tesisine uygun saf bakır iletken tel kırpıntıları,0,farkli_metal,"Demir bazlı malzeme, bakır tesisinde kullanılamaz — metalurjik uyumsuzluk"
IN002,METAL,Gıda endüstrisi ekipmanlarından kaynaklanan 304 kalite östenitik paslanmaz çelik hurda,Otomotiv sanayi şasi imalatından çıkan 1040 kalite düşük karbonlu çelik sac firesi,0,farkli_alasim,Paslanmaz çelik ile karbon çeliği birlikte ergitilemez — alaşım bozulması
IN003,METAL,Ağır makine parçaları işlemesinden kaynaklanan yoğun kesme sıvısı içeren metal talaşı,CNC dik işlem merkezinden alınan yıkanmış kurutulmuş bakir alüminyum talaşı,0,kontamine_vs_temiz,Yağlı ve kontamine hurda ile temiz hurda prosesleri farklıdır
IN004,METAL,Elektronik atık geri kazanımından elde edilen yüksek kurşun içeren lehim cürufu,Telekomünikasyon altyapı sökümünden çıkan izolasyonu soyulmuş yüzde 99 saf bakır kablo,0,tehlikeli_vs_tehlikesiz,"Kurşunlu atık tehlikelidir, temiz bakır ile aynı tesiste işlenemez"
IN005,METAL,Plazma kesim prosesi filtrelerinden toplanan son derece ince mikronize çelik tozu,Tersane söküm faaliyetlerinden kaynaklanan yirmi santimetre kalınlığında devasa denizcilik çelik blokları,0,form_uyumsuzlugu,"Toz formundaki metal fırında uçar, masif blokla aynı prosese giremez"
IN006,METAL,Sıcak haddeleme tesisinden çıkan yoğun demir oksit içerikli tufal ve cüruf,Soğuk şekillendirme pres hattından çıkan pırıl pırıl pas ve oksitsiz sac kırpıntıları,0,oksitli_vs_metalik,"Oksitli tufal indirgeme gerektirir, temiz hurda ise doğrudan ergitilir"
IN007,PLASTİK,Ambalaj endüstrisinden kaynaklanan enjeksiyonluk yüksek akışkanlığa sahip saf polipropilen granül,Boru imalat hattından çıkan sert yapıdaki polivinil klorür profil kırma firesi,0,farkli_polimer,"PP ve PVC farklı polimerlerdir, aynı sıcaklıkta ergitilemez ve karışımları bozulur"
IN008,PLASTİK,Elektrik şalt malzemesi üretiminden kaynaklanan çapraz bağlı ve eritilemeyen bakalit kırıkları,Mutfak eşyası üretiminden çıkan ısıtıldığında tekrar şekillendirilebilen polipropilen enjeksiyon çapakları,0,termoset_vs_termoplastik,"Bakalit termosettir eritilemez, PP termoplastiktir eritilebilir — proses tamamen uyumsuz"
IN009,PLASTİK,İçecek dolum tesisinden gelen yıkanmış renksiz ve gıda temasına uygun PET kırığı,Tarımsal ilaçlama firmasından gelen ve tehlikeli kimyasal kalıntısı barındıran polietilen bidonlar,0,gida_vs_endustriyel,"Zirai ilaç bidonları tehlikelidir, gıda sınıfı temiz PET ile işlenemez"
IN010,PLASTİK,Otomotiv tampon üretiminden kaynaklanan yüzde otuz cam elyaf dolgulu modifiye polipropilen atığı,Ambalaj filmi ekstrüzyon hattından çıkan katkısız şeffaf ve esnek saf polipropilen firesi,0,katkili_vs_saf,"Cam elyaf takviyeli plastik, esnek film üretiminde kullanılamaz"
IN011,PLASTİK,Yüksek gerilim kablo izolasyonundan çıkan çapraz bağlı polietilen XLPE granül atığı,Sera örtüsü üretiminden kaynaklanan eriyik akış indeksi yüksek lineer LDPE filmi,0,cross_linked_vs_lineer,"XLPE çapraz bağlıdır erimez, LDPE ise lineerdir ve kolayca eritilir"
IN012,PLASTİK,Elektronik eşya dış gövde üretiminden çıkan yüksek sıcaklığa dayanıklı ABS plastik kırması,Plastik kova ve leğen imalatından çıkan düşük sıcaklıkta kolayca işlenebilen polipropilen hurdası,0,erime_sicakligi_farki,"ABS 220 derecede, PP 160 derecede erir — beraber enjekte edilemezler"
IN013,ORGANİK,Meyve suyu konsantre tesisinden çıkan yüksek nemli fermente olabilen elma posası,Mobilya fabrikası ebatlama bölümünden kaynaklanan fırınlanmış ve kurutulmuş saf çam kereste talaşı,0,gida_vs_ahsap,"Gıda posası biyogaza gider, kereste talaşı biyokütle yakıtına veya pelete gider"
IN014,ORGANİK,Mezbaha ve et işleme tesisinden kaynaklanan kategori üç hayvansal kemik parçaları,Toptancı halinden toplanan çürümüş domates ve marul gibi bitkisel hal atıkları,0,hayvansal_vs_bitkisel,"Hayvansal atık sterilizasyon gerektirir, bitkisel atık standart kompost prosesine girer"
IN015,ORGANİK,Kontrplak üretiminden kaynaklanan fenol formaldehit reçinesi bulaşıklı tehlikeli ahşap tozu,Organik tarım çiftliğinden çıkan kompost yapımına son derece uygun temiz bitki sapları,0,tehlikeli_vs_kompost,"Fenollü ahşap tehlikeli atıktır, kompost üretim sürecini zehirler"
IN016,ORGANİK,Peynir üretim prosesinden kaynaklanan çok yüksek su içeriğine sahip sıvı peynir altı suyu,Fındık kırma tesisinden çıkan yakıta uygun yüksek kalorifik değere sahip fındık kabukları,0,islak_vs_kuru,"Sıvı peynir altı suyu arıtma/biyogaz gerektirir, kuru kabuklar doğrudan yakılır"
IN017,ORGANİK,Otel restoranlarından toplanan biyogaz tesisine doğrudan beslenebilen organik zengin gıda atığı,Orman ürünleri sanayisinden gelen biyolojik olarak çok yavaş bozunan lignoselülozik odun yongaları,0,fermente_vs_olamaz,"Gıda atığı metan üretir, odun yongası anaerobik çürüteçlerde bozunmaz"
IN018,ORGANİK,Kağıt hamuru üretiminden kaynaklanan süspansiyon halindeki çok ince selüloz lifi çamuru,Lojistik operasyonlarından çıkan kırık ve hasarlı büyük boyutlu çam palet tahtaları,0,ince_lif_vs_masif,"Selüloz çamuru santrifüj gerektirir, masif ahşap parçalama ve kırma gerektirir"
IN019,KİMYASAL,Galvaniz yüzey işlem tesisinden çıkan düşük pH değerli atık hidroklorik asit çözeltisi,Alüminyum eloksal hattından kaynaklanan yüksek pH değerli sodyum hidroksit kostik atığı,0,asidik_vs_bazik,"Kuvvetli asit ve kuvvetli baz reaksiyona girer, beraber depolanamaz veya taşınamaz"
IN020,KİMYASAL,Boya üretim tesisinden kaynaklanan yüksek oranda uçucu organik bileşik içeren atık aseton,Atıksu arıtma tesisi kimyasal çöktürme ünitesinden çıkan inorganik yapılı demir sülfat çamuru,0,organik_solvent_vs_inorganik,"Aseton yanıcı organik solventtir, demir sülfat ise nötralizasyon ürünü inorganik tuzdur"
IN021,KİMYASAL,Otomotiv boyahane hatlarının temizliğinde kullanılmış parlayıcı ve patlayıcı özellikteki atık selülozik tiner,Gübre fabrikasından çıkan yanmaz ve tamamen inorganik yapıdaki kalsiyum sülfat fosfojips atığı,0,yanici_vs_yanmayan,"Tiner yüksek yangın riski taşır, fosfojips ise stabil inorganik atıktır"
IN022,KİMYASAL,Metal kaplama endüstrisinden çıkan yüksek oranda zehirli ağır metal içeren krom banyosu atığı,Gıda endüstrisi yıkama hatlarından çıkan zehirsiz ve seyreltik sodyum karbonat çözeltisi,0,toksik_vs_toksik_olmayan,"Krom altı değerlikli toksiktir, soda çözeltisi ise basit bazik temizleme suyudur"
IN023,KİMYASAL,Motorlu araç bakım servislerinden toplanan pompalanabilir sıvı formdaki atık madeni motor yağı,Elektrostatik boyama kabinlerinin filtrelerinden toplanan çok ince tanecikli katı epoksi toz boya,0,sivi_vs_kati,"Madeni yağ sıvı rafinasyona gider, toz boya katı bertaraf tesisine gönderilir"
IN024,KİMYASAL,Tekstil ağartma prosesinden kaynaklanan kuvvetli yükseltgeyici özelliğe sahip hidrojen peroksit atığı,Fotoğrafçılık ve kağıt endüstrisinden çıkan kuvvetli indirgeyici ajan olan sodyum metabisülfit çözeltisi,0,oksidan_vs_reduktan,Oksidan ve redüktan kimyasallar temas ederse şiddetli ekzotermik tepkime verir
IN025,TEKSTİL,Konfeksiyon atölyesinden çıkan tişört dikim firesi yüzde yüz saf pamuklu örme kumaş kırpıntıları,Spor giyim üretiminden kaynaklanan petrol türevi yüzde yüz polyester içerikli sentetik kumaş firesi,0,dogal_vs_sentetik,"Pamuk mekanik şifanozdan geçer, polyester eritilerek veya kimyasal geri kazanımla işlenir"
IN026,TEKSTİL,Kot pantolon üretim hattından çıkan reaktif boyar maddelerle yoğun şekilde boyanmış indigo denim parçaları,Ev tekstili fabrikasından kaynaklanan hiçbir renklendirme işlemi görmemiş kasarlanmış beyaz pamuklu nevresim fireleri,0,boyali_vs_boyasiz,Boyalı denim beyaz pamuğun içine karışırsa tüm harmanın rengini ve kalitesini bozar
IN027,TEKSTİL,Tayt ve aktif giyim üretiminden çıkan yüksek oranda elastan içeren geri dönüşümü zor streç kumaş,Gömleklik kumaş dokuma tesisinden gelen hiç esnemeyen tamamen düz dokunmuş pamuklu poplin kumaş,0,elastan_vs_duz,"Elastan iplik açma makinesinde erir ve sarar, düz kumaşla aynı hatta işlenemez"
IN028,TEKSTİL,Makine bakım atölyelerinden toplanmış makine yağı ve gres ile yoğun şekilde kirlenmiş tekstil bezleri,Konfeksiyon kesimhanesinden zeminle temas etmeden çuvallanmış tertemiz ve hijyenik pamuklu penye kırpıntıları,0,kontamine_vs_temiz,"Yağlı üstüpü tehlikeli atıktır bertarafa gider, temiz kırpıntı ipliğe geri döndürülür"
IN029,TEKSTİL,Havluluk kumaş üretiminden kaynaklanan ayırma gerektirmeyen tamamen saf pamuklu iplik telefleri,Ceket üretiminden çıkan pamuk polyester ve viskon karışımlı ayrıştırılması çok zor kumaş kırpıntıları,0,tek_lif_vs_karisim,"Saf lif doğrudan eğrilir, karışım liflerin kimyasal veya mekanik ayrıştırması uyumsuzdur"
IN030,TEKSTİL,Gelinlik ve abiye üretimi yapan atölyelerden çıkan çok düşük gramajlı ve hassas tül kumaş fireleri,Çadır ve tente imalatından kaynaklanan çok yüksek gramajlı kalın ve sert yapılı su geçirmez branda,0,ince_vs_kalin,Hassas tül ile kalın branda aynı kesim ve açma makinelerinden geçirilemez
